simulationId,archetypeId,profileId,timelineKey,weeks,totalCompletionCount,avgAdherenceClamped,statOverallPct,rankOverallRank,rankOverallLp,rankOverallProgressValue,currentWeekShare,mappedHabitCount,unmappedHabitCount
A12_P15_12m,A12,P15,12m,48,364,0.5088145896656525,7,Gold IV,31,1331,0.0357,3,0
A12_P15_24m,A12,P15,24m,96,988,0.6992481203007559,14,Gold I,77,1677,0.0132,3,0
A12_P15_48m,A12,P15,48m,192,2236,0.7929693343305919,25,Platinum I,79,2079,0.0058,3,0
A12_P16_1m,A12,P16,1m,4,64,0.7999999999999999,2,Unranked,54,54,0.2500,4,0
A12_P16_3m,A12,P16,3m,12,192,0.8,4,Bronze I,41,841,0.0833,4,0
A12_P16_6m,A12,P16,6m,24,320,0.6956521739130423,6,Silver II,52,1152,0.0000,4,0
A12_P16_12m,A12,P16,12m,48,448,0.45957446808510544,8,Silver II,86,1186,0.0357,4,0
A12_P16_24m,A12,P16,24m,96,1216,0.6315789473684243,15,Gold III,88,1488,0.0132,4,0
A12_P16_48m,A12,P16,48m,192,2752,0.7162303664921507,26,Platinum IV,91,1791,0.0058,4,0
A12_P17_1m,A12,P17,1m,4,60,0.9642857142857143,1,Iron III,41,241,0.2500,4,0
A12_P17_3m,A12,P17,3m,12,180,0.9642857142857143,4,Silver III,70,1070,0.0833,4,0
A12_P17_6m,A12,P17,6m,24,300,0.8385093167701857,6,Gold III,2,1402,0.0000,4,0
A12_P17_12m,A12,P17,12m,48,420,0.5539513677811552,7,Gold III,46,1446,0.0357,4,0
A12_P17_24m,A12,P17,24m,96,1140,0.7612781954887226,14,Platinum III,80,1880,0.0132,4,0
A12_P17_48m,A12,P17,48m,192,2580,0.8633133881824926,25,Emerald I,8,2408,0.0058,4,0
A12_P18_1m,A12,P18,1m,4,68,0.9285714285714285,1,Iron IV,83,183,0.2500,4,0
A12_P18_3m,A12,P18,3m,12,204,0.9285714285714287,4,Silver IV,94,994,0.0833,4,0
A12_P18_6m,A12,P18,6m,24,340,0.8074534161490676,5,Gold IV,56,1356,0.0000,4,0
A12_P18_12m,A12,P18,12m,48,476,0.5334346504559271,7,Gold III,3,1403,0.0357,4,0
A12_P18_24m,A12,P18,24m,96,1292,0.7330827067669179,14,Platinum IV,71,1771,0.0132,4,0
A12_P18_48m,A12,P18,48m,192,2924,0.8313388182498079,25,Emerald III,23,2223,0.0058,4,0
A12_P19_1m,A12,P19,1m,4,120,0.8571428571428572,3,Unranked,66,66,0.2500,5,0
A12_P19_3m,A12,P19,3m,12,360,0.8571428571428564,7,Bronze I,43,843,0.0833,5,0
A12_P19_6m,A12,P19,6m,24,600,0.7453416149068324,11,Silver I,63,1263,0.0000,5,0
A12_P19_12m,A12,P19,12m,48,840,0.49240121580547175,14,Gold IV,18,1318,0.0357,5,0
A12_P19_24m,A12,P19,24m,96,2280,0.676691729323306,25,Gold II,53,1553,0.0132,5,0
A12_P19_48m,A12,P19,48m,192,5160,0.7673896783844447,38,Platinum III,54,1854,0.0058,5,0
A12_P20_1m,A12,P20,1m,4,52,0.8857142857142857,0,Iron IV,40,140,0.2500,0,3
A12_P20_3m,A12,P20,3m,12,156,0.8857142857142859,0,Silver IV,43,943,0.0833,0,3
A12_P20_6m,A12,P20,6m,24,260,0.7701863354037268,0,Silver I,88,1288,0.0000,0,3
A12_P20_12m,A12,P20,12m,48,364,0.5088145896656532,0,Gold IV,31,1331,0.0357,0,3
A12_P20_24m,A12,P20,24m,96,988,0.6992481203007509,0,Gold I,77,1677,0.0132,0,3
A12_P20_48m,A12,P20,48m,192,2236,0.7929693343305947,0,Platinum I,79,2079,0.0058,0,3
A12_P21_1m,A12,P21,1m,4,52,0.8857142857142857,0,Iron IV,40,140,0.2500,1,2
A12_P21_3m,A12,P21,3m,12,156,0.8857142857142861,1,Silver IV,43,943,0.0833,1,2
A12_P21_6m,A12,P21,6m,24,260,0.7701863354037257,1,Silver I,88,1288,0.0000,1,2
A12_P21_12m,A12,P21,12m,48,364,0.5088145896656525,2,Gold IV,31,1331,0.0357,1,2
A12_P21_24m,A12,P21,24m,96,988,0.6992481203007559,3,Gold I,77,1677,0.0132,1,2
A12_P21_48m,A12,P21,48m,192,2236,0.7929693343305919,7,Platinum I,79,2079,0.0058,1,2
A12_P22_1m,A12,P22,1m,4,64,0.9142857142857143,0,Iron IV,80,180,0.2500,1,3
A12_P22_3m,A12,P22,3m,12,192,0.9142857142857146,1,Silver IV,94,994,0.0833,1,3
A12_P22_6m,A12,P22,6m,24,320,0.7950310559006205,1,Gold IV,28,1328,0.0000,1,3
A12_P22_12m,A12,P22,12m,48,448,0.5252279635258351,2,Gold IV,70,1370,0.0357,1,3
A12_P22_24m,A12,P22,24m,96,1216,0.7218045112781986,3,Platinum IV,55,1755,0.0132,1,3
A12_P22_48m,A12,P22,48m,192,2752,0.8185489902767398,7,Emerald III,8,2208,0.0058,1,3
A12_P23_1m,A12,P23,1m,4,160,0.9142857142857145,3,Iron IV,68,168,0.2500,6,3
A12_P23_3m,A12,P23,3m,12,480,0.9142857142857135,7,Silver IV,77,977,0.0833,6,3
A12_P23_6m,A12,P23,6m,24,800,0.7950310559006231,10,Gold IV,33,1333,0.0000,6,3
A12_P23_12m,A12,P23,12m,48,1120,0.5252279635258374,13,Gold IV,79,1379,0.0357,6,3
A12_P23_24m,A12,P23,24m,96,3040,0.7218045112781879,25,Platinum IV,39,1739,0.0132,6,3
A12_P23_48m,A12,P23,48m,192,6880,0.8185489902767417,41,Emerald IV,75,2175,0.0058,6,3
A12_P24_1m,A12,P24,1m,4,12,1,0,Iron II,0,300,0.2500,2,0
A12_P24_3m,A12,P24,3m,12,36,1,1,Silver II,45,1145,0.0833,2,0
A12_P24_6m,A12,P24,6m,24,60,0.8695652173913043,1,Gold III,48,1448,0.0000,2,0
A12_P24_12m,A12,P24,12m,48,84,0.574468085106383,2,Gold III,89,1489,0.0357,2,0
A12_P24_24m,A12,P24,24m,96,228,0.7894736842105263,3,Platinum II,89,1989,0.0132,2,0
A12_P24_48m,A12,P24,48m,192,516,0.8952879581151832,7,Diamond IV,93,2593,0.0058,2,0
A12_P25_1m,A12,P25,1m,4,40,0.9523809523809523,1,Iron III,22,222,0.2500,3,0
A12_P25_3m,A12,P25,3m,12,120,0.9523809523809526,3,Silver III,45,1045,0.0833,3,0
A12_P25_6m,A12,P25,6m,24,200,0.8281573498964802,4,Gold IV,87,1387,0.0000,3,0
A12_P25_12m,A12,P25,12m,48,280,0.5471124620060785,5,Gold III,32,1432,0.0357,3,0
A12_P25_24m,A12,P25,24m,96,760,0.7518796992481214,11,Platinum III,43,1843,0.0132,3,0
A12_P25_48m,A12,P25,48m,192,1720,0.8526551982049341,20,Emerald II,47,2347,0.0058,3,0
A12_P26_1m,A12,P26,1m,4,48,1,1,Iron II,0,300,0.2500,4,0
A12_P26_3m,A12,P26,3m,12,144,1,3,Silver II,45,1145,0.0833,4,0
A12_P26_6m,A12,P26,6m,24,240,0.8695652173913043,5,Gold III,48,1448,0.0000,4,0
A12_P26_12m,A12,P26,12m,48,336,0.574468085106383,6,Gold III,89,1489,0.0357,4,0
A12_P26_24m,A12,P26,24m,96,912,0.7894736842105263,12,Platinum II,89,1989,0.0132,4,0
A12_P26_48m,A12,P26,48m,192,2064,0.8952879581151832,23,Diamond IV,93,2593,0.0058,4,0
A12_P27_1m,A12,P27,1m,4,64,0.8380952380952379,2,Unranked,62,62,0.2500,3,0
A12_P27_3m,A12,P27,3m,12,192,0.8380952380952384,4,Bronze I,42,842,0.0833,3,0
A12_P27_6m,A12,P27,6m,24,320,0.728778467908902,6,Silver I,26,1226,0.0000,3,0
A12_P27_12m,A12,P27,12m,48,448,0.4814589665653489,8,Silver I,74,1274,0.0357,3,0
A12_P27_24m,A12,P27,24m,96,1216,0.6616541353383458,16,Gold II,31,1531,0.0132,3,0
A12_P27_48m,A12,P27,48m,192,2752,0.7503365744203406,30,Platinum III,33,1833,0.0058,3,0
A12_P28_1m,A12,P28,1m,4,24,1,1,Iron II,0,300,0.2500,3,0
A12_P28_3m,A12,P28,3m,12,72,1,2,Silver II,45,1145,0.0833,3,0
A12_P28_6m,A12,P28,6m,24,120,0.8695652173913043,2,Gold III,48,1448,0.0000,3,0
A12_P28_12m,A12,P28,12m,48,168,0.574468085106383,3,Gold III,89,1489,0.0357,3,0
A12_P28_24m,A12,P28,24m,96,456,0.7894736842105263,6,Platinum II,89,1989,0.0132,3,0
A12_P28_48m,A12,P28,48m,192,1032,0.8952879581151832,12,Diamond IV,93,2593,0.0058,3,0
A12_P29_1m,A12,P29,1m,4,48,0.7999999999999999,1,Unranked,54,54,0.2500,3,0
A12_P29_3m,A12,P29,3m,12,144,0.8000000000000004,3,Bronze I,41,841,0.0833,3,0
A12_P29_6m,A12,P29,6m,24,240,0.6956521739130429,5,Silver II,52,1152,0.0000,3,0
A12_P29_12m,A12,P29,12m,48,336,0.45957446808510566,6,Silver II,86,1186,0.0357,3,0
A12_P29_24m,A12,P29,24m,96,912,0.6315789473684225,12,Gold III,88,1488,0.0132,3,0
A12_P29_48m,A12,P29,48m,192,2064,0.716230366492153,22,Platinum IV,91,1791,0.0058,3,0
A12_P30_1m,A12,P30,1m,4,24,0.8571428571428571,1,Unranked,66,66,0.2500,1,0
A12_P30_3m,A12,P30,3m,12,72,0.857142857142857,2,Bronze I,43,843,0.0833,1,0
A12_P30_6m,A12,P30,6m,24,120,0.7453416149068325,2,Silver I,63,1263,0.0000,1,0
A12_P30_12m,A12,P30,12m,48,168,0.49240121580547125,3,Gold IV,18,1318,0.0357,1,0
A12_P30_24m,A12,P30,24m,96,456,0.6766917293233072,6,Gold II,53,1553,0.0132,1,0
A12_P30_48m,A12,P30,48m,192,1032,0.7673896783844444,12,Platinum III,54,1854,0.0058,1,0
A12_P31_1m,A12,P31,1m,4,24,1,1,Iron II,0,300,0.2500,2,0
A12_P31_3m,A12,P31,3m,12,72,1,2,Silver II,45,1145,0.0833,2,0
A12_P31_6m,A12,P31,6m,24,120,0.8695652173913043,2,Gold III,48,1448,0.0000,2,0
A12_P31_12m,A12,P31,12m,48,168,0.574468085106383,3,Gold III,89,1489,0.0357,2,0
A12_P31_24m,A12,P31,24m,96,456,0.7894736842105263,6,Platinum II,89,1989,0.0132,2,0
A12_P31_48m,A12,P31,48m,192,1032,0.8952879581151832,12,Diamond IV,93,2593,0.0058,2,0
A12_P32_1m,A12,P32,1m,4,52,0.8857142857142857,1,Iron IV,40,140,0.2500,3,0
A12_P32_3m,A12,P32,3m,12,156,0.8857142857142861,3,Silver IV,43,943,0.0833,3,0
A12_P32_6m,A12,P32,6m,24,260,0.7701863354037257,5,Silver I,88,1288,0.0000,3,0
A12_P32_12m,A12,P32,12m,48,364,0.5088145896656525,7,Gold IV,31,1331,0.0357,3,0
A12_P32_24m,A12,P32,24m,96,988,0.6992481203007559,14,Gold I,77,1677,0.0132,3,0
A12_P32_48m,A12,P32,48m,192,2236,0.7929693343305919,25,Platinum I,79,2079,0.0058,3,0
A12_P33_1m,A12,P33,1m,4,24,0.8571428571428571,0,Unranked,66,66,0.2500,1,0
A12_P33_3m,A12,P33,3m,12,72,0.857142857142857,1,Bronze I,43,843,0.0833,1,0
A12_P33_6m,A12,P33,6m,24,120,0.7453416149068325,1,Silver I,63,1263,0.0000,1,0
A12_P33_12m,A12,P33,12m,48,168,0.49240121580547125,2,Gold IV,18,1318,0.0357,1,0
A12_P33_24m,A12,P33,24m,96,456,0.6766917293233072,3,Gold II,53,1553,0.0132,1,0
A12_P33_48m,A12,P33,48m,192,1032,0.7673896783844444,6,Platinum III,54,1854,0.0058,1,0
A12_P34_1m,A12,P34,1m,4,48,0.7999999999999999,1,Unranked,54,54,0.2500,3,0
A12_P34_3m,A12,P34,3m,12,144,0.8000000000000004,3,Bronze I,41,841,0.0833,3,0
A12_P34_6m,A12,P34,6m,24,240,0.6956521739130429,5,Silver II,52,1152,0.0000,3,0
A12_P34_12m,A12,P34,12m,48,336,0.45957446808510566,6,Silver II,86,1186,0.0357,3,0
A12_P34_24m,A12,P34,24m,96,912,0.6315789473684225,12,Gold III,88,1488,0.0132,3,0
A12_P34_48m,A12,P34,48m,192,2064,0.716230366492153,22,Platinum IV,91,1791,0.0058,3,0
A12_P35_1m,A12,P35,1m,4,28,1,1,Iron II,0,300,0.2500,3,0
A12_P35_3m,A12,P35,3m,12,84,1,2,Silver II,45,1145,0.0833,3,0
A12_P35_6m,A12,P35,6m,24,140,0.8695652173913043,3,Gold III,48,1448,0.0000,3,0
A12_P35_12m,A12,P35,12m,48,196,0.574468085106383,4,Gold III,89,1489,0.0357,3,0
A12_P35_24m,A12,P35,24m,96,532,0.7894736842105263,7,Platinum II,89,1989,0.0132,3,0
A12_P35_48m,A12,P35,48m,192,1204,0.8952879581151832,14,Diamond IV,93,2593,0.0058,3,0
A12_P36_1m,A12,P36,1m,4,144,0.83265306122449,3,Unranked,61,61,0.2500,7,0
A12_P36_3m,A12,P36,3m,12,432,0.8326530612244885,8,Bronze I,42,842,0.0833,7,0
A12_P36_6m,A12,P36,6m,24,720,0.724046140195207,12,Silver I,15,1215,0.0000,7,0
A12_P36_12m,A12,P36,12m,48,1008,0.47833260963960156,15,Silver I,61,1261,0.0357,7,0
A12_P36_24m,A12,P36,24m,96,2736,0.6573576799140759,28,Gold II,25,1525,0.0132,7,0
A12_P36_48m,A12,P36,48m,192,6192,0.74546425900201,45,Platinum III,27,1827,0.0058,7,0
A12_P37_1m,A12,P37,1m,4,356,0.8728571428571422,8,Iron IV,20,120,0.2500,20,0
A12_P37_3m,A12,P37,3m,12,1068,0.8728571428571446,20,Silver IV,18,918,0.0833,20,0
A12_P37_6m,A12,P37,6m,24,1780,0.7590062111801256,29,Silver I,70,1270,0.0000,20,0
A12_P37_12m,A12,P37,12m,48,2492,0.5014285714285721,35,Gold IV,14,1314,0.0357,20,0
A12_P37_24m,A12,P37,24m,96,6764,0.689097744360891,58,Gold I,39,1639,0.0132,20,0
A12_P37_48m,A12,P37,48m,192,15308,0.7814584891548191,79,Platinum I,17,2017,0.0058,20,0
A12_P38_1m,A12,P38,1m,4,64,0.9142857142857145,1,Iron IV,80,180,0.2500,4,0
A12_P38_3m,A12,P38,3m,12,192,0.9142857142857138,3,Silver IV,94,994,0.0833,4,0
A12_P38_6m,A12,P38,6m,24,320,0.7950310559006198,5,Gold IV,28,1328,0.0000,4,0
A12_P38_12m,A12,P38,12m,48,448,0.5252279635258356,7,Gold IV,70,1370,0.0357,4,0
A12_P38_24m,A12,P38,24m,96,1216,0.7218045112781984,14,Platinum IV,55,1755,0.0132,4,0
A12_P38_48m,A12,P38,48m,192,2752,0.8185489902767255,26,Emerald III,8,2208,0.0058,4,0
A12_P39_1m,A12,P39,1m,4,204,0.8979591836734696,5,Iron IV,62,162,0.2500,14,0
A12_P39_3m,A12,P39,3m,12,612,0.8979591836734686,12,Silver IV,72,972,0.0833,14,0
A12_P39_6m,A12,P39,6m,24,1020,0.7808340727595403,18,Gold IV,3,1303,0.0000,14,0
A12_P39_12m,A12,P39,12m,48,1428,0.5158488927485906,22,Gold IV,44,1344,0.0357,14,0
A12_P39_24m,A12,P39,24m,96,3876,0.7089151450053678,39,Platinum IV,16,1716,0.0132,14,0
A12_P39_48m,A12,P39,48m,192,8772,0.8039320440217953,57,Emerald IV,48,2148,0.0058,14,0
A13_P00_1m,A13,P00,1m,4,12,1,0,Iron II,0,300,0.2500,1,0
A13_P00_3m,A13,P00,3m,12,36,1,1,Silver II,45,1145,0.0833,1,0
A13_P00_6m,A13,P00,6m,24,72,1,1,Gold II,7,1507,0.0417,1,0
A13_P00_12m,A13,P00,12m,48,144,1,2,Gold I,92,1692,0.0208,1,0
A13_P00_24m,A13,P00,24m,96,288,1,4,Emerald IV,92,2192,0.0104,1,0
A13_P00_48m,A13,P00,48m,192,576,1,7,Diamond II,96,2796,0.0052,1,0
A13_P01_1m,A13,P01,1m,4,32,1,1,Iron II,0,300,0.2500,2,0
A13_P01_3m,A13,P01,3m,12,96,1,2,Silver II,45,1145,0.0833,2,0
A13_P01_6m,A13,P01,6m,24,192,1,4,Gold II,7,1507,0.0417,2,0
A13_P01_12m,A13,P01,12m,48,384,1,7,Gold I,92,1692,0.0208,2,0
A13_P01_24m,A13,P01,24m,96,768,1,11,Emerald IV,92,2192,0.0104,2,0
A13_P01_48m,A13,P01,48m,192,1536,1,19,Diamond II,96,2796,0.0052,2,0
A13_P02_1m,A13,P02,1m,4,40,1,1,Iron III,0,200,0.2500,3,0
A13_P02_3m,A13,P02,3m,12,120,1,3,Bronze II,64,764,0.0833,3,0
A13_P02_6m,A13,P02,6m,24,240,1,5,Silver III,5,1005,0.0417,3,0
A13_P02_12m,A13,P02,12m,48,480,1,8,Silver II,28,1128,0.0208,3,0
A13_P02_24m,A13,P02,24m,96,960,1,13,Gold III,61,1461,0.0104,3,0
A13_P02_48m,A13,P02,48m,192,1920,1,22,Platinum III,64,1864,0.0052,3,0
A13_P03_1m,A13,P03,1m,4,28,0.7142857142857144,1,Iron IV,50,150,0.2500,4,0
A13_P03_3m,A13,P03,3m,12,84,0.7142857142857141,2,Bronze IV,73,573,0.0833,4,0
A13_P03_6m,A13,P03,6m,24,168,0.7142857142857153,3,Bronze II,58,758,0.0417,4,0
A13_P03_12m,A13,P03,12m,48,336,0.714285714285713,6,Bronze I,67,867,0.0208,4,0
A13_P03_24m,A13,P03,24m,96,672,0.714285714285713,9,Silver II,21,1121,0.0104,4,0
A13_P03_48m,A13,P03,48m,192,1344,0.7142857142857224,16,Gold III,90,1490,0.0052,4,0
A13_P04_1m,A13,P04,1m,4,40,1,1,Iron IV,20,120,0.2500,5,0
A13_P04_3m,A13,P04,3m,12,120,1,3,Iron I,58,458,0.0833,5,0
A13_P04_6m,A13,P04,6m,24,240,1,5,Bronze III,3,603,0.0417,5,0
A13_P04_12m,A13,P04,12m,48,480,1,8,Bronze III,77,677,0.0208,5,0
A13_P04_24m,A13,P04,24m,96,960,1,13,Bronze I,77,877,0.0104,5,0
A13_P04_48m,A13,P04,48m,192,1920,1,22,Silver II,18,1118,0.0052,5,0
A13_P05_1m,A13,P05,1m,4,36,0.48571428571428593,1,Iron IV,0,100,0.2500,6,0
A13_P05_3m,A13,P05,3m,12,108,0.48571428571428543,2,Iron II,82,382,0.0833,6,0
A13_P05_6m,A13,P05,6m,24,216,0.48571428571428754,4,Bronze IV,12,512,0.0417,6,0
A13_P05_12m,A13,P05,12m,48,432,0.48571428571428327,7,Bronze III,7,607,0.0208,6,0
A13_P05_24m,A13,P05,24m,96,864,0.48571428571428327,12,Bronze II,80,780,0.0104,6,0
A13_P05_48m,A13,P05,48m,192,1728,0.4857142857143003,20,Silver II,17,1117,0.0052,6,0
A13_P06_1m,A13,P06,1m,4,44,0.38775510204081653,1,Unranked,75,75,0.2500,8,0
A13_P06_3m,A13,P06,3m,12,132,0.387755102040816,3,Iron III,86,286,0.0833,8,0
A13_P06_6m,A13,P06,6m,24,264,0.3877551020408185,5,Iron II,89,389,0.0417,8,0
A13_P06_12m,A13,P06,12m,48,528,0.3877551020408134,8,Iron I,76,476,0.0208,8,0
A13_P06_24m,A13,P06,24m,96,1056,0.387755102040814,14,Bronze III,10,610,0.0104,8,0
A13_P06_48m,A13,P06,48m,192,2112,0.3877551020408318,23,Silver IV,30,930,0.0052,8,0
A13_P07_1m,A13,P07,1m,4,44,0.38775510204081653,1,Unranked,60,60,0.2500,10,0
A13_P07_3m,A13,P07,3m,12,132,0.387755102040816,3,Iron III,29,229,0.0833,10,0
A13_P07_6m,A13,P07,6m,24,264,0.3877551020408185,5,Iron II,11,311,0.0417,10,0
A13_P07_12m,A13,P07,12m,48,528,0.3877551020408134,8,Iron II,81,381,0.0208,10,0
A13_P07_24m,A13,P07,24m,96,1056,0.387755102040814,14,Iron I,88,488,0.0104,10,0
A13_P07_48m,A13,P07,48m,192,2112,0.3877551020408318,23,Bronze II,44,744,0.0052,10,0
A13_P08_1m,A13,P08,1m,4,44,0.38775510204081653,1,Unranked,50,50,0.2500,12,0
A13_P08_3m,A13,P08,3m,12,132,0.387755102040816,3,Iron IV,91,191,0.0833,12,0
A13_P08_6m,A13,P08,6m,24,264,0.3877551020408185,5,Iron III,59,259,0.0417,12,0
A13_P08_12m,A13,P08,12m,48,528,0.3877551020408134,8,Iron II,18,318,0.0208,12,0
A13_P08_24m,A13,P08,24m,96,1056,0.387755102040814,14,Iron I,7,407,0.0104,12,0
A13_P08_48m,A13,P08,48m,192,2112,0.3877551020408318,23,Bronze III,20,620,0.0052,12,0
A13_P09_1m,A13,P09,1m,4,48,0.35714285714285726,1,Unranked,40,40,0.2500,15,0
A13_P09_3m,A13,P09,3m,12,144,0.35714285714285676,3,Iron IV,53,153,0.0833,15,0
A13_P09_6m,A13,P09,6m,24,288,0.357142857142859,5,Iron III,9,209,0.0417,15,0
A13_P09_12m,A13,P09,12m,48,576,0.3571428571428541,9,Iron III,60,260,0.0208,15,0
A13_P09_24m,A13,P09,24m,96,1152,0.35714285714285815,15,Iron II,32,332,0.0104,15,0
A13_P09_48m,A13,P09,48m,192,2304,0.35714285714286664,25,Bronze IV,21,521,0.0052,15,0
A13_P10_1m,A13,P10,1m,4,40,1,1,Iron III,0,200,0.2500,3,0
A13_P10_3m,A13,P10,3m,12,120,1,3,Bronze II,64,764,0.0833,3,0
A13_P10_6m,A13,P10,6m,24,240,1,5,Silver III,5,1005,0.0417,3,0
A13_P10_12m,A13,P10,12m,48,480,1,8,Silver II,28,1128,0.0208,3,0
A13_P10_24m,A13,P10,24m,96,960,1,13,Gold III,61,1461,0.0104,3,0
A13_P10_48m,A13,P10,48m,192,1920,1,22,Platinum III,64,1864,0.0052,3,0
A13_P11_1m,A13,P11,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A13_P11_3m,A13,P11,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A13_P11_6m,A13,P11,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
A13_P11_12m,A13,P11,12m,48,192,1,3,Gold I,92,1692,0.0208,2,0
A13_P11_24m,A13,P11,24m,96,384,1,6,Emerald IV,92,2192,0.0104,2,0
A13_P11_48m,A13,P11,48m,192,768,1,10,Diamond II,96,2796,0.0052,2,0
A13_P12_1m,A13,P12,1m,4,16,1,0,Iron II,0,300,0.2500,2,0
A13_P12_3m,A13,P12,3m,12,48,1,1,Silver II,45,1145,0.0833,2,0
A13_P12_6m,A13,P12,6m,24,96,1,2,Gold II,7,1507,0.0417,2,0
A13_P12_12m,A13,P12,12m,48,192,1,3,Gold I,92,1692,0.0208,2,0
A13_P12_24m,A13,P12,24m,96,384,1,5,Emerald IV,92,2192,0.0104,2,0
A13_P12_48m,A13,P12,48m,192,768,1,10,Diamond II,96,2796,0.0052,2,0
A13_P13_1m,A13,P13,1m,4,4,1,0,Iron II,0,300,0.2500,1,0
A13_P13_3m,A13,P13,3m,12,12,1,0,Silver II,45,1145,0.0833,1,0
A13_P13_6m,A13,P13,6m,24,24,1,0,Gold II,7,1507,0.0417,1,0
A13_P13_12m,A13,P13,12m,48,48,1,1,Gold I,92,1692,0.0208,1,0
A13_P13_24m,A13,P13,24m,96,96,1,1,Emerald IV,92,2192,0.0104,1,0
A13_P13_48m,A13,P13,48m,192,192,1,3,Diamond II,96,2796,0.0052,1,0
A13_P14_1m,A13,P14,1m,4,60,0.7142857142857144,1,Iron III,0,200,0.2500,3,0
A13_P14_3m,A13,P14,3m,12,180,0.7142857142857141,4,Bronze II,64,764,0.0833,3,0
A13_P14_6m,A13,P14,6m,24,360,0.7142857142857153,7,Silver III,11,1011,0.0417,3,0
A13_P14_12m,A13,P14,12m,48,720,0.714285714285713,11,Silver II,56,1156,0.0208,3,0
A13_P14_24m,A13,P14,24m,96,1440,0.714285714285713,18,Gold III,94,1494,0.0104,3,0
A13_P14_48m,A13,P14,48m,192,2880,0.7142857142857224,27,Platinum II,87,1987,0.0052,3,0
A13_P15_1m,A13,P15,1m,4,36,0.7142857142857143,1,Iron III,0,200,0.2500,3,0
A13_P15_3m,A13,P15,3m,12,108,0.7142857142857141,2,Bronze II,64,764,0.0833,3,0
A13_P15_6m,A13,P15,6m,24,216,0.7142857142857142,4,Silver III,11,1011,0.0417,3,0
A13_P15_12m,A13,P15,12m,48,432,0.7142857142857153,7,Silver II,56,1156,0.0208,3,0
A13_P15_24m,A13,P15,24m,96,864,0.714285714285713,12,Gold III,94,1494,0.0104,3,0
A13_P15_48m,A13,P15,48m,192,1728,0.714285714285713,21,Platinum II,87,1987,0.0052,3,0
A13_P16_1m,A13,P16,1m,4,40,1,1,Iron IV,50,150,0.2500,4,0
A13_P16_3m,A13,P16,3m,12,120,1,3,Bronze IV,73,573,0.0833,4,0
A13_P16_6m,A13,P16,6m,24,240,1,5,Bronze II,54,754,0.0417,4,0
A13_P16_12m,A13,P16,12m,48,480,1,8,Bronze I,46,846,0.0208,4,0
A13_P16_24m,A13,P16,24m,96,960,1,13,Silver III,96,1096,0.0104,4,0
A13_P16_48m,A13,P16,48m,192,1920,1,21,Gold IV,98,1398,0.0052,4,0
A13_P17_1m,A13,P17,1m,4,28,0.7142857142857144,1,Iron IV,50,150,0.2500,4,0
A13_P17_3m,A13,P17,3m,12,84,0.7142857142857141,2,Bronze IV,73,573,0.0833,4,0
A13_P17_6m,A13,P17,6m,24,168,0.7142857142857153,3,Bronze II,58,758,0.0417,4,0
A13_P17_12m,A13,P17,12m,48,336,0.714285714285713,6,Bronze I,67,867,0.0208,4,0
A13_P17_24m,A13,P17,24m,96,672,0.714285714285713,9,Silver II,21,1121,0.0104,4,0
A13_P17_48m,A13,P17,48m,192,1344,0.7142857142857224,16,Gold III,90,1490,0.0052,4,0
A13_P18_1m,A13,P18,1m,4,40,0.7142857142857144,1,Iron IV,50,150,0.2500,4,0
A13_P18_3m,A13,P18,3m,12,120,0.7142857142857141,2,Bronze IV,73,573,0.0833,4,0
A13_P18_6m,A13,P18,6m,24,240,0.7142857142857153,3,Bronze II,58,758,0.0417,4,0
A13_P18_12m,A13,P18,12m,48,480,0.714285714285713,5,Bronze I,67,867,0.0208,4,0
A13_P18_24m,A13,P18,24m,96,960,0.714285714285713,8,Silver II,21,1121,0.0104,4,0
A13_P18_48m,A13,P18,48m,192,1920,0.7142857142857224,14,Gold III,90,1490,0.0052,4,0
A13_P19_1m,A13,P19,1m,4,68,0.48571428571428577,2,Iron IV,20,120,0.2500,5,0
A13_P19_3m,A13,P19,3m,12,204,0.4857142857142855,4,Iron I,58,458,0.0833,5,0
A13_P19_6m,A13,P19,6m,24,408,0.4857142857142857,8,Bronze III,14,614,0.0417,5,0
A13_P19_12m,A13,P19,12m,48,816,0.4857142857142863,12,Bronze II,28,728,0.0208,5,0
A13_P19_24m,A13,P19,24m,96,1632,0.48571428571428404,19,Silver IV,36,936,0.0104,5,0
A13_P19_48m,A13,P19,48m,192,3264,0.48571428571428754,30,Gold IV,40,1340,0.0052,5,0
A13_P20_1m,A13,P20,1m,4,48,1,0,Iron III,0,200,0.2500,0,3
A13_P20_3m,A13,P20,3m,12,144,1,0,Bronze II,64,764,0.0833,0,3
A13_P20_6m,A13,P20,6m,24,288,1,0,Silver III,5,1005,0.0417,0,3
A13_P20_12m,A13,P20,12m,48,576,1,0,Silver II,28,1128,0.0208,0,3
A13_P20_24m,A13,P20,24m,96,1152,1,0,Gold III,61,1461,0.0104,0,3
A13_P20_48m,A13,P20,48m,192,2304,1,0,Platinum III,64,1864,0.0052,0,3
A13_P21_1m,A13,P21,1m,4,48,1,0,Iron III,0,200,0.2500,1,2
A13_P21_3m,A13,P21,3m,12,144,1,0,Bronze II,64,764,0.0833,1,2
